npa_id,create_date,cycle_time_from_er_confirm,cycle_time_from_benefit_order,difot,created_day_of_week,created_month,created_year,days_before_effective_date,orders_last_week,has_run_payroll,sic_code,tax_payer_type,taxable_as_scorp,wc_status,state,count_work_states,days_after_joined_gusto,days_after_est_founding,count_policies,count_carriers,count_medical_carriers,medical_carrier,dental_carrier,has_composite_scheme,contains_long_tail_carrier,has_dental,has_vision,has_lidi,hsa_selected,has_fsa_dca,active_employees,eligible_employees,payroll_count,primary_payroll_admin_age,has_integrations,failed_filing_last_12_month,growth_rate_last_year,had_previous_payroll_provider,months_from_join_date,user_provided_industry,industry_classification,invoice_count,last_month_subscription_revenue,number_of_eins,multi_ein,count_address_changes_last_year,number_of_employees_logging_in_last_month,number_of_employee_logins_last_month,number_of_terminations_last_month,number_of_payroll_employees_last_month,estimated_annual_income_per_employee_last_month,has_active_workers_comp,running_total_number_of_benefits_care_cases,running_total_number_of_payroll_care_cases,running_total_number_of_cases,running_total_number_of_emails,running_total_number_of_irs_notice_reasons,amendments_last_12_month,number_of_admin_failed_logins,number_of_calls_last_month,number_of_chats_last_month,product_plan,time_to_onboard_in_days,time_to_first_payroll_in_days,prev_company_suspension,ee_average_age,count_ee_twenty_six_and_over_in_last_year,count_ee_under_twenty_six_in_last_year,count_single_employees_in_last_year,count_non_single_employees_in_last_year,count_ee_commuter_in_last_year,count_ee_home_states_in_last_year,count_ee_work_states_in_last_year,count_ee_work_home_state_diff_in_last_year,count_ee_more_than_1_job_in_last_year,count_ee_terminations_in_last_year,count_ee_touchpoints_in_last_year,count_ee_hires_in_last_year,count_401k_ees_in_last_year,count_529_ees_in_last_year,change_in_number_of_hires_last_month,change_in_number_of_termination_last_month,change_in_number_of_ee_logins_last_month,change_in_number_of_calls_last_month,change_in_number_of_admin_logins_last_month,change_in_estimated_annual_income_per_employee_last_month,selected_medical_base_tier,start_date_changed,deadline_override
38758,2020-08-06 17:48,35,34,1,5.0,8.0,2020.0,-48,76,1,0181,C-Corporation,0,external_policy,CA,2,27,34,5,2,1,Kaiser Permanente,Guardian,0,0,1,1,0,0,0,2,2,5,37,0,0,0.0,0,1,Agriculture,Non-Desk,1,0.0,0,0,1,1,3,0,1,340999.88,0,0,0,0,0,0,0,15,0,0,core,11,14,0,56.6666666666667,3,0,1,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,gold,0,0
41581,2020-07-24 20:57,37,33,1,5.0,10.0,2020.0,-39,149,1,7372,C-Corporation,0,has_zp_policy,CA,1,87,34,4,2,1,Kaiser Permanente,Guardian,0,0,1,0,0,0,0,2,2,12,26,0,0,0.0,0,-2,Technology,Desk,1,45.0,0,0,0,1,2,0,1,0.0,0,0,0,5,1,0,0,0,1,0,core,49,56,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,bronze,0,0
37685,2020-07-16 15:09,27,27,1,5.0,10.0,2020.0,-39,149,1,5999,C-Corporation,1,no_policy,TX,1,540,2848,7,3,1,Blue Cross Blue Shield,Principal,0,0,1,1,0,0,0,9,9,118,26,1,0,-0.08333333333333333,1,14,Retail,POS,17,171.0,0,0,1,8,17,1,11,216320.0,0,0,0,1,1,0,0,3,0,0,complete,6,8,0,29.2950819672131,74,48,18,6,0,1,1,0,0,6,0,6,0,0,-1,-1,-2,0,-4,4106.0,silver,0,0
47872,2020-11-18 00:21,14,14,1,3.0,11.0,2020.0,-37,498,1,8999,S-Corporation,1,no_policy,PA,2,1078,2826,3,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,0,22,22,186,51,1,0,-0.2903225806451613,1,34,Facilities,Non-Desk,34,303.0,0,0,1,16,58,1,22,135113.42,0,0,85,109,20,1,0,0,0,1,complete,1,23,0,35.4096916299559,432,22,194,76,0,2,1,24,366,28,32,14,336,0,1,0,-7,-1,6,27517.7382,silver,0,0
50268,2020-12-14 23:04,45,44,1,2.0,12.0,2020.0,-48,148,1,6514,LLC,0,has_zp_policy,NY,1,132,126,3,1,1,Oscar Health,no_dental_carrier,0,0,0,0,0,0,0,2,1,30,39,0,0,0.0,0,4,Real Estate,Desk,4,63.0,0,0,1,2,2,0,2,198946.8,1,0,0,11,7,0,0,0,0,0,complete,7,21,0,36.2222222222222,9,0,4,5,0,1,1,0,0,0,7,2,0,0,0,0,-2,0,-5,-23850.06,platinum,0,0
54628,2020-08-27 17:14,26,22,1,2.0,3.0,2021.0,-39,133,1,8999,S-Corporation,1,no_policy,CA,1,204,443,1,1,1,Kaiser Permanente,no_dental_carrier,0,0,0,0,0,0,0,2,2,9,57,0,0,0.0,0,-1,Real Estate,Desk,6,31.0,0,0,1,1,2,0,2,48000.0,0,0,0,7,1,0,0,0,0,2,basic,5,19,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0.0,silver,0,0
49323,2020-12-02 06:26,29,29,1,2.0,1.0,2021.0,-34,156,1,7241,C-Corporation,0,no_policy,CA,2,717,756,6,2,1,Covered California,Guardian,0,0,1,1,0,0,0,6,4,60,43,0,0,1.5,0,20,Retail,POS,21,69.0,0,0,2,2,8,0,5,67492.272,0,0,9,15,3,0,0,0,3,0,core,45,52,0,21.9705882352941,0,34,21,7,0,1,2,0,0,0,0,3,0,0,-1,0,0,0,0,6116.304,gold,0,0
56075,2021-02-18 21:41,40,38,1,5.0,3.0,2021.0,-43,67,1,6282,S-Corporation,1,has_zp_policy,ID,2,29,-15,5,2,1,Regence,Guardian,0,0,1,1,0,1,0,2,2,1,,0,0,0.0,0,-2,Finance   Insurance,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,44,73,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,0
36287,2020-06-09 20:41,12,10,1,5.0,6.0,2020.0,-50,52,1,8021,Sole proprietor,0,no_policy,CA,1,1617,7401,3,1,1,Kaiser Permanente,no_dental_carrier,0,0,0,0,0,0,0,2,2,181,60,0,0,-0.5,1,53,Healthcare   Social Assistance,Desk,53,63.0,0,0,1,2,7,0,2,27046.8,0,0,50,67,5,0,0,0,0,0,complete,8,15,0,34.32,17,8,0,0,0,1,1,0,0,5,2,5,0,0,0,0,0,0,0,0.0,silver,0,0
37660,2020-07-15 19:18,80,80,0,1.0,8.0,2020.0,-59,161,1,7991,LLC,0,has_zp_policy,NV,1,789,787,1,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,0,8,3,75,37,1,0,0.2857142857142857,0,25,Entertainment   Recreation,POS,26,147.0,0,0,1,5,7,0,9,37235.77,1,0,17,23,8,0,0,0,0,0,complete,2,16,0,33.88,75,0,10,9,0,1,1,0,0,2,6,4,0,0,-1,-2,-2,0,4,8159.71,gold,0,0
39565,2020-08-19 15:25,37,35,0,4.0,8.0,2020.0,-35,135,1,8211,LLC,1,has_zp_policy,FL,1,46,24,3,2,1,UnitedHealthcare,Guardian,0,0,1,0,1,0,0,3,3,4,,0,0,0.0,0,0,Education,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,10,35,0,41.3333333333333,3,0,2,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0.0,gold,0,0
47499,2020-11-24 16:09,23,23,1,3.0,11.0,2020.0,-37,498,1,6411,Sole proprietor,0,no_policy,WA,1,401,329,1,1,1,Premera Blue Cross,no_dental_carrier,1,0,0,0,0,0,0,5,4,34,5,0,0,0.0,0,10,Finance   Insurance,Desk,10,87.0,0,0,1,4,83,0,4,61009.728,0,0,13,22,5,0,0,2,0,0,complete,74,88,0,40.1707317073171,33,8,13,28,0,1,1,0,0,2,11,3,0,0,0,-1,-22,0,47,-50.448,silver,0,0
41738,2020-09-29 04:08,18,18,1,1.0,10.0,2020.0,-20,102,1,7372,C-Corporation,0,has_zp_policy,CA,1,991,1015,1,1,1,Kaiser Permanente,no_dental_carrier,0,0,0,0,0,0,0,2,2,37,34,1,0,0.0,0,31,Technology,Desk,32,51.0,0,0,0,2,4,0,2,100000.02,0,0,3,3,3,0,0,0,0,0,core,2,8,0,33.7222222222222,18,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0.0,platinum,0,1
41210,2020-09-11 17:18,73,71,0,4.0,9.0,2020.0,-38,135,1,7361,C-Corporation,0,external_policy,DE,2,11,6,8,3,1,Blue Cross Blue Shield,Guardian,0,0,1,1,2,1,0,4,4,3,,0,0,0.0,0,0,Professional Services,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,6,19,0,30.5,1,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,silver,0,0
51865,2021-01-01 02:00,39,38,1,2.0,1.0,2021.0,-48,122,1,6282,LLC,0,has_zp_policy,CA,1,96,10,6,2,1,UnitedHealthcare,Guardian,0,0,1,1,1,0,0,2,2,7,,0,0,0.0,0,0,Finance   Insurance,Desk,0,0.0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,105,107,0,30.0,2,0,2,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0.0,gold,0,0
55622,2021-03-07 20:54,42,28,1,2.0,3.0,2021.0,-32,114,1,7372,C-Corporation,0,has_zp_policy,MA,1,275,288,4,2,1,UnitedHealthcare,Guardian,1,0,1,0,0,0,0,2,2,11,40,1,0,0.0,0,9,Technology,Desk,9,47.0,0,0,1,0,0,0,1,150000.0,1,0,2,4,0,0,0,6,0,0,core,1,16,0,29.3,9,1,10,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,66,0.0,gold,0,0
53798,2021-02-08 15:03,30,30,1,2.0,2.0,2021.0,-44,79,1,8748,LLC,0,has_zp_policy,NJ,3,36,28,3,2,1,Oxford Health Plan (UnitedHealthcare),Guardian,0,0,1,1,0,0,0,2,2,8,35,1,0,0.0,0,1,Professional Services,Desk,1,45.0,0,0,1,1,2,0,1,83076.96,0,0,0,0,0,0,0,1,0,0,core,14,18,0,32.3333333333333,3,0,0,3,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0.0,silver,0,0
53150,2021-01-29 00:19,44,44,0,6.0,3.0,2021.0,-42,67,1,8221,LLC,0,has_zp_policy,CA,3,710,2787,6,2,1,Blue Shield of California,Guardian,0,0,1,1,1,0,0,22,4,63,72,1,0,1.5,1,12,Education,Desk,14,451.0,0,0,4,13,92,0,18,24656.3777,1,0,1,13,6,0,0,0,1,0,concierge,272,280,1,46.7076923076923,130,0,71,49,0,4,3,1,12,1,5,13,0,0,-2,0,-14,0,-25,193.7,gold,0,0
54907,2021-02-26 00:35,35,35,1,3.0,3.0,2021.0,-59,131,1,7389,S-Corporation,1,has_zp_policy,IL,1,1619,4171,4,2,1,Blue Cross Blue Shield,Guardian,0,0,1,1,0,0,0,6,6,110,47,0,0,0.0,1,34,Professional Services,Desk,35,81.0,0,0,1,4,9,1,7,101999.9657,0,0,6,9,5,0,0,0,0,0,core,571,581,0,31.047619047619,36,27,33,24,0,1,1,0,0,1,0,1,27,0,0,1,-3,0,2,-5714.2971,silver,0,0
36174,2020-06-08 21:34,49,49,1,1.0,6.0,2020.0,-54,52,1,8322,Non-Profit,0,eligible_for_renewal,OR,1,168,3542,4,2,1,Kaiser Permanente,Guardian,1,0,1,0,0,0,0,12,4,15,48,0,0,0.0,1,5,Education,Desk,5,171.0,0,0,1,3,12,0,11,19727.2581,0,0,0,2,1,0,0,0,0,0,complete,36,39,0,53.4776119402985,55,12,5,0,0,2,1,6,0,2,2,1,0,0,0,0,0,0,0,0.0,gold,0,0
41064,2020-09-16 15:50,46,39,0,4.0,9.0,2020.0,-38,135,1,8741,LLC,0,no_policy,WA,1,7,15,6,2,1,Regence,Guardian,1,0,1,1,1,0,0,2,2,6,,0,0,0.0,0,0,Professional Services,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,13,20,0,27.0,1,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0.0,platinum,0,0
46577,2020-11-06 16:45,29,29,1,3.0,11.0,2020.0,-37,498,1,7335,S-Corporation,1,no_policy,NY,1,120,116,2,2,1,Oxford Health Plan (UnitedHealthcare),Guardian,0,0,1,0,0,0,0,3,3,15,46,0,0,0.0,0,3,Personal Services,POS,3,45.6,0,0,1,0,0,0,3,164999.64,0,0,0,0,0,0,0,0,0,0,core,15,24,1,33.6666666666667,12,0,12,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,-62,54999.88,silver,0,1
45861,2020-10-05 19:50,81,76,0,2.0,11.0,2020.0,-52,159,1,8743,LLC,1,has_zp_policy,CT,2,463,458,6,3,1,Anthem Blue Cross,Guardian,0,0,1,1,1,1,0,3,3,31,46,1,0,0.0,0,11,Communications,Desk,12,123.0,0,0,0,2,5,0,1,268800.0,0,0,0,3,2,0,0,0,0,0,complete,88,97,0,44.1111111111111,9,0,0,4,0,1,1,0,0,0,0,0,9,0,0,0,5,0,7,0.0,platinum,0,0
46155,2020-11-03 19:16,15,15,1,2.0,11.0,2020.0,-45,239,1,8999,LLC,0,eligible_for_renewal,TX,1,385,13104,3,1,1,Blue Cross Blue Shield,no_dental_carrier,0,0,0,0,0,0,0,4,4,45,24,0,0,0.0,0,12,Construction,Non-Desk,12,87.0,0,0,1,1,1,0,4,148087.875,0,0,3,5,0,0,0,0,0,0,complete,7,17,0,32.6666666666667,18,15,15,14,0,1,1,0,0,0,2,1,0,0,0,0,0,0,6,45367.985,bronze,0,0
53015,2021-01-27 20:42,29,28,1,4.0,3.0,2021.0,-51,97,1,7374,C-Corporation,0,has_zp_policy,NM,4,223,219,3,1,1,Blue Cross Blue Shield,no_dental_carrier,0,0,0,0,0,0,0,3,3,26,29,0,0,0.0,0,3,Technology,Desk,5,219.0,0,0,4,2,8,0,4,130000.0,1,0,0,11,4,0,0,0,1,0,concierge,67,83,0,37.0,14,0,6,8,0,0,2,1,0,0,0,2,0,0,0,0,7,0,0,97500.0,gold,0,0
36846,2020-06-16 05:43,70,69,0,3.0,7.0,2020.0,-62,76,1,7389,C-Corporation,0,has_zp_policy,CA,8,28,22,5,3,1,Anthem Blue Cross,Guardian,0,0,1,1,0,0,0,4,4,3,28,1,0,0.0,0,0,Professional Services,Desk,1,0.0,0,0,2,4,5,0,4,79999.92,0,0,0,5,0,0,0,0,5,0,concierge,14,24,0,26.25,3,1,4,0,0,2,1,2,0,0,1,4,0,0,0,0,0,0,0,0.0,gold,0,0
54716,2021-02-23 22:20,23,14,1,4.0,3.0,2021.0,-28,131,1,7371,C-Corporation,0,quoting,NV,4,256,237,7,2,1,UnitedHealthcare,Guardian,0,0,1,1,1,0,0,2,2,9,29,0,0,0.0,0,6,Technology,Desk,7,51.0,0,0,3,2,5,0,2,333754.2,0,0,0,4,1,0,0,6,0,0,core,59,70,0,43.9090909090909,11,0,2,9,0,1,3,0,0,1,0,2,0,0,1,0,0,0,11,253716.0,gold,0,0
48514,2020-11-21 00:03,42,42,0,1.0,11.0,2020.0,-32,318,1,3999,LLC,0,has_zp_policy,TN,3,55,56,3,2,1,Humana,Guardian,0,0,1,1,0,0,0,5,5,35,36,0,0,0.0,0,1,Manufacturing,Non-Desk,1,0.0,0,0,3,4,22,0,4,67384.4,0,0,0,0,0,0,0,2,0,0,complete,20,21,0,44.2727272727273,11,0,7,4,0,0,1,7,0,0,0,6,0,0,0,0,0,0,0,0.0,gold,0,0
36052,2020-06-06 00:20,14,14,1,1.0,6.0,2020.0,-23,52,1,7372,C-Corporation,0,has_zp_policy,OR,3,57,49,1,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,0,3,3,5,36,1,0,0.0,0,1,Technology,Desk,1,0.0,0,0,2,3,7,0,3,290100.0266,0,0,0,5,1,0,0,0,0,0,core,5,19,0,32.3333333333333,6,0,0,6,0,2,2,0,0,0,0,0,6,0,0,0,0,0,0,0.0,gold,0,1
40781,2020-09-10 17:10,44,43,1,5.0,10.0,2020.0,-53,191,1,7373,S-Corporation,1,has_zp_policy,CA,2,64,17,5,2,1,Covered California,Beam,0,0,1,1,0,0,0,4,4,5,36,1,0,0.0,0,0,Professional Services,Desk,1,63.0,0,0,0,3,6,0,4,0.0,0,0,0,1,0,0,0,0,0,1,core,5,51,0,28.75,2,2,1,3,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0.0,platinum,0,0
37167,2020-10-20 20:16,30,24,1,2.0,1.0,2021.0,-27,175,1,8011,S-Corporation,1,has_zp_policy,TN,1,595,597,4,2,1,UnitedHealthcare,Guardian,0,0,1,1,1,0,0,10,9,54,37,0,0,2.0,0,17,Healthcare   Social Assistance,Desk,20,111.0,0,0,1,3,2,0,7,96337.93,1,0,7,23,6,0,0,0,0,0,core,5,16,0,43.7173913043478,46,0,21,15,0,1,1,0,0,0,0,4,0,0,-1,-1,0,0,4,33247.955,gold,0,0
42801,2020-10-06 18:47,82,82,0,5.0,10.0,2020.0,-77,102,1,8049,LLC,1,no_policy,WA,1,224,258,5,2,1,Regence,Guardian,1,0,1,1,0,0,0,1,1,13,46,0,0,0.0,0,6,Healthcare   Social Assistance,Desk,6,18.25,0,0,1,1,1,0,1,72000.0,0,0,0,6,2,0,0,0,0,0,core,7,35,0,59.1428571428571,14,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-3,0.0,platinum,0,1
42801,2020-10-06 18:47,82,82,0,5.0,10.0,2020.0,-77,102,1,8049,LLC,1,no_policy,WA,1,224,258,5,2,1,Regence,Guardian,1,0,1,1,0,0,0,1,1,13,46,0,0,0.0,0,6,Healthcare   Social Assistance,Desk,8,38.25,0,0,1,2,11,0,1,72000.0,0,0,0,11,6,0,0,0,1,0,core,7,35,0,59.1428571428571,14,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0,6,1,6,0.0,platinum,0,1
48935,2020-11-24 20:20,46,42,0,1.0,11.0,2020.0,-32,318,1,6719,LLC,0,no_policy,SC,4,370,360,6,2,1,UnitedHealthcare,Guardian,0,0,1,1,1,0,0,5,5,29,32,1,0,0.0,0,11,Real Estate,Desk,11,63.0,0,0,1,1,3,0,2,200000.06,0,0,2,4,0,0,0,0,0,0,complete,15,28,0,38.6666666666667,18,0,0,14,0,1,2,0,0,0,0,1,10,0,0,0,1,0,-4,5000.06,gold,0,0
47502,2020-11-13 21:34,15,15,1,5.0,11.0,2020.0,-42,239,1,5331,LLC,0,no_policy,OH,1,394,392,5,2,1,UnitedHealthcare,Guardian,0,0,1,1,0,0,0,7,3,83,19,0,0,0.0,0,12,Education,Desk,12,99.0,0,0,1,5,13,1,10,30156.412,0,0,1,3,2,0,0,0,0,0,core,23,30,0,34.7181208053691,121,28,64,9,0,1,1,5,55,35,2,14,0,0,-2,0,-1,0,-2,923.624,silver,0,0
50736,2020-12-07 06:02,36,36,0,2.0,1.0,2021.0,-27,175,1,8021,LLC,0,external_policy,CO,1,36,35,5,2,1,Anthem Blue Cross,no_dental_carrier,0,0,0,1,0,0,0,7,4,6,,0,0,0.0,0,-1,Healthcare   Social Assistance,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,36,36,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,1
42853,2020-10-29 15:34,40,40,1,4.0,10.0,2020.0,-64,164,1,7371,C-Corporation,0,eligible_for_renewal,CA,2,619,608,5,2,1,Blue Shield of California,Guardian,0,0,1,1,0,0,0,6,6,180,28,1,0,-0.2857142857142857,0,18,Technology,Desk,18,159.0,0,0,1,10,35,1,10,168249.9054,0,0,43,97,23,0,0,0,0,0,complete,29,42,0,26.4814814814815,64,44,58,12,0,2,1,21,0,8,29,7,75,0,-1,-2,-64,0,-6,13831.3208,gold,0,1
53056,2021-01-28 00:53,20,19,1,5.0,1.0,2021.0,-31,156,1,7372,C-Corporation,0,no_policy,TX,1,7,27,3,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,0,3,3,4,,0,0,0.0,0,-1,Technology,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,4,14,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,0
52036,2020-11-17 21:20,28,25,1,5.0,2.0,2021.0,-34,110,1,5611,C-Corporation,0,external_policy,PA,3,99,53,5,2,1,UnitedHealthcare,Guardian,0,0,1,1,1,0,0,4,2,8,36,0,0,0.0,0,-2,Retail,POS,1,63.0,0,0,0,2,13,0,3,0.0,0,0,0,3,0,0,0,1,3,0,core,67,66,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,0
45008,2020-10-27 00:26,50,50,0,2.0,11.0,2020.0,-38,498,1,7372,C-Corporation,0,has_zp_policy,CO,2,974,1303,3,3,1,UnitedHealthcare,no_dental_carrier,0,0,0,1,1,0,0,8,5,151,55,1,1,-0.2,1,30,Technology,Desk,32,135.0,0,0,1,10,50,0,8,61073.13,1,0,10,116,84,0,1,0,0,0,complete,4,10,0,33.1896551724138,112,4,32,40,0,1,1,0,0,4,0,8,116,0,1,0,11,0,14,-7479.3385,silver,0,1
45008,2020-10-27 00:26,50,50,0,2.0,11.0,2020.0,-38,498,1,7372,C-Corporation,0,has_zp_policy,CO,2,974,1303,3,3,1,UnitedHealthcare,no_dental_carrier,0,0,0,1,1,0,0,8,5,151,55,1,0,-0.2222222222222222,1,30,Technology,Desk,31,123.0,0,0,1,6,39,0,7,68552.4685,1,0,10,111,79,0,0,0,0,0,complete,4,10,0,33.1896551724138,112,4,32,40,0,1,1,0,0,4,0,8,116,0,0,0,5,0,-22,2504.1943,silver,0,1
38781,2020-08-10 04:10,101,100,0,2.0,8.0,2020.0,-82,76,1,7335,S-Corporation,1,no_policy,OR,1,46,1166,3,1,1,Kaiser Permanente,no_dental_carrier,1,0,0,0,0,0,0,4,3,17,37,0,0,0.0,1,1,Professional Services,Desk,1,135.0,0,0,1,4,15,0,4,32961.552,0,0,1,3,0,0,0,0,3,0,complete,18,20,0,29.25,6,2,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,gold,0,0
47405,2020-11-06 18:22,15,15,1,1.0,11.0,2020.0,-32,318,1,5944,S-Corporation,1,no_policy,FL,2,293,730,1,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,0,3,3,16,43,0,0,0.0,1,9,Retail,POS,9,51.0,0,0,0,0,0,0,2,0.0,0,0,0,2,1,0,0,0,0,0,core,9,17,0,38.9473684210526,19,0,0,11,0,0,2,0,0,0,0,1,0,0,0,0,-1,0,-1,0.0,silver,0,0
39853,2020-08-26 19:37,40,40,1,3.0,11.0,2020.0,-51,159,1,5921,LLC,0,no_policy,TX,1,141,142,6,2,1,Blue Cross Blue Shield,Guardian,0,0,1,1,0,0,0,5,2,20,34,1,0,0.0,0,1,Retail,POS,4,111.0,0,0,1,4,42,1,6,16602.2675,0,0,1,3,3,0,0,3,0,0,complete,0,10,0,28.9047619047619,24,18,32,10,0,1,1,0,0,12,0,20,0,0,-2,-3,18,0,-2,3744.2795,silver,0,0
37287,2020-07-12 07:04,23,22,0,2.0,7.0,2020.0,-18,87,1,7373,LLC,0,has_zp_policy,DE,1,94,7,5,2,1,Anthem Blue Cross,Guardian,0,0,1,1,1,0,0,2,2,1,,0,0,0.0,0,0,Professional Services,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,98,112,0,37.5,2,0,0,2,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0.0,platinum,0,1
47668,2020-11-16 17:44,40,37,1,1.0,12.0,2020.0,-42,185,1,8322,Non-Profit,0,external_policy,CT,1,178,151,4,2,1,UnitedHealthcare,Guardian,0,0,1,1,0,0,0,4,3,17,57,1,1,0.0,0,3,Healthcare   Social Assistance,Desk,4,51.0,0,0,1,1,6,0,1,200000.16,0,0,1,6,0,0,0,2,0,0,complete,48,55,0,34.0,4,0,0,4,0,1,1,0,0,0,0,0,1,0,0,0,6,0,17,0.0,silver,0,0
39406,2020-08-19 00:35,40,35,1,1.0,8.0,2020.0,-38,135,1,7371,LLC,0,has_zp_policy,NY,2,2,18,4,2,1,Oxford Health Plan (UnitedHealthcare),Guardian,0,0,1,1,1,0,0,3,3,6,,0,0,0.0,0,0,Technology,Desk,0,0.0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,2,14,0,56.6666666666667,3,0,0,3,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0.0,silver,0,0
54079,2021-02-12 15:19,35,35,1,5.0,2.0,2021.0,-48,134,1,0752,LLC,1,has_zp_policy,SC,1,210,154,3,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,0,4,4,16,34,0,0,0.0,0,4,Healthcare   Social Assistance,Non-Desk,4,63.0,0,0,1,4,6,0,4,82014.14,1,0,1,2,1,0,0,0,0,0,core,62,91,0,38.0,13,5,10,8,0,0,1,0,0,0,0,1,0,0,-1,0,4,0,2,129.35,silver,0,0
54456,2021-02-10 22:33,25,25,1,1.0,2.0,2021.0,-38,110,1,7311,S-Corporation,1,no_policy,OH,1,27,37,6,3,1,UnitedHealthcare,Beam,0,0,1,1,1,0,0,3,3,4,,0,0,0.0,0,0,Professional Services,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,21,31,0,61.0,3,0,0,3,0,0,1,0,0,0,14,2,3,0,0,0,0,0,0,0.0,gold,0,0
36079,2020-06-04 22:26,35,31,1,2.0,7.0,2020.0,-35,90,1,6211,LLC,0,has_zp_policy,CA,3,103,84,5,2,1,Kaiser Permanente,Guardian,0,0,1,0,1,0,0,4,2,5,42,0,0,0.0,0,1,Technology,Desk,2,37.0,0,0,1,2,3,0,3,79999.98,1,0,0,1,1,0,0,0,0,0,core,23,30,0,35.0,5,0,4,1,0,1,1,0,0,0,0,3,0,0,-1,0,-5,0,-6,79999.98,silver,1,0
46795,2020-10-15 20:03,29,29,1,2.0,11.0,2020.0,-52,159,1,4941,LLC,0,no_policy,TX,2,39,2140,5,2,1,UnitedHealthcare,Guardian,0,0,1,1,1,0,0,5,4,23,58,1,0,0.0,1,0,Manufacturing,Non-Desk,1,51.0,0,0,2,1,36,0,2,22879.98,0,0,2,7,0,0,0,6,1,6,core,6,13,0,55.5,4,0,4,0,0,0,2,0,0,0,13,0,4,0,0,0,0,0,0,0.0,gold,0,0
46545,2020-11-06 03:45,36,35,0,2.0,11.0,2020.0,-21,159,1,5912,LLC,0,external_policy,CA,1,87,-7,7,2,1,Kaiser Permanente,Principal,0,0,1,1,1,0,0,28,11,0,,0,0,0.0,0,-1,Retail,POS,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,105,126,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,1
49934,2020-12-09 20:31,30,30,0,3.0,12.0,2020.0,8,261,1,8299,C-Corporation,0,quoting,CA,2,1359,1348,5,2,1,Covered California,Beam,0,0,1,0,0,0,0,6,6,177,28,1,0,0.03571428571428571,1,44,Education,Desk,44,945.0,0,0,2,3,27,0,6,160333.28,0,3,21,227,181,0,1,52,10,2,concierge,8,24,0,26.3018867924528,35,18,35,3,0,2,2,9,0,3,181,4,50,0,-1,0,-4,4,-95,-4066.624,silver,0,1
