npa_id,create_date,cycle_time,created_day_of_week,created_month,created_year,days_before_effective_date,orders_last_week,has_run_payroll,sic_code,tax_payer_type,taxable_as_scorp,wc_status,state,count_work_states,days_after_joined_gusto,days_after_est_founding,count_policies,count_carriers,count_medical_carriers,medical_carrier,dental_carrier,contains_long_tail_carrier,has_dental,has_vision,has_lidi,hsa_selected,has_fsa_dca,active_employees,eligible_employees,primary_payroll_admin_age,has_integrations,failed_filing_last_12_month,growth_rate_last_year,had_previous_payroll_provider,months_from_join_date,user_provided_industry,industry_classification,invoice_count,last_month_subscription_revenue,number_of_eins,multi_ein,count_address_changes_last_year,number_of_employees_logging_in_last_month,number_of_employee_logins_last_month,number_of_terminations_last_month,number_of_payroll_employees_last_month,estimated_annual_income_per_employee_last_month,has_active_workers_comp,running_total_number_of_benefits_care_cases,running_total_number_of_payroll_care_cases,running_total_number_of_cases,running_total_number_of_emails,running_total_number_of_irs_notice_reasons,amendments_last_12_month,number_of_admin_failed_logins,number_of_calls_last_month,number_of_chats_last_month,product_plan,time_to_onboard_in_days,time_to_first_payroll_in_days,prev_company_suspension,ee_average_age,count_ee_twenty_six_and_over_in_last_year,count_ee_under_twenty_six_in_last_year,count_single_employees_in_last_year,count_non_single_employees_in_last_year,count_ee_commuter_in_last_year,count_ee_home_states_in_last_year,count_ee_work_states_in_last_year,count_ee_work_home_state_diff_in_last_year,count_ee_more_than_1_job_in_last_year,count_ee_terminations_in_last_year,count_ee_touchpoints_in_last_year,count_ee_hires_in_last_year,count_401k_ees_in_last_year,count_529_ees_in_last_year,change_in_number_of_hires_last_month,change_in_number_of_termination_last_month,change_in_number_of_ee_logins_last_month,change_in_number_of_calls_last_month,change_in_number_of_admin_logins_last_month,change_in_estimated_annual_income_per_employee_last_month,selected_medical_base_tier,start_date_changed,deadline_override
48208,2020-11-19 15:56,31856.81,4.0,11.0,2020.0,-43,239,1,8211,Non-Profit,0,has_zp_policy,IN,1,148,110,3,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,3,3,41,0,0,0.0,0,3,Education,Desk,3,48.45,0,0,1,0,0,0,3,86666.56,1,0,1,4,2,0,0,0,0,0,core,36,47,0,39.0,12,0,8,4,0,1,1,0,0,0,0,3,0,0,0,0,0,0,-25,0.0,silver,0,1
39829,2020-08-19 22:06,44956.98,1.0,8.0,2020.0,-31,102,1,7299,LLC,0,no_policy,FL,1,100,-7,4,2,1,UnitedHealthcare,Guardian,0,1,1,1,0,0,2,2,,0,0,0.0,0,-1,Personal Services,POS,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,61,118,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,0
49785,2020-12-03 17:04,47570.2,4.0,12.0,2020.0,-46,148,1,7336,LLC,0,has_zp_policy,CO,1,35,17,4,2,1,Anthem Blue Cross,Guardian,0,1,1,1,0,0,4,4,,0,0,0.0,0,0,Technology,Desk,0,0.0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,21,33,0,33.6,5,0,3,2,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0.0,silver,0,0
36943,2020-06-24 13:57,73509.55,1.0,7.0,2020.0,-26,100,1,7374,C-Corporation,0,has_zp_policy,CA,3,256,265,5,2,1,UnitedHealthcare,Guardian,0,1,1,0,0,0,2,2,50,1,0,0.0,0,8,Technology,Desk,9,63.0,0,0,5,2,9,0,2,144000.0,1,0,13,65,43,0,0,5,6,0,complete,4,7,0,44.9642857142857,28,0,10,5,0,2,2,0,0,3,1,5,19,0,0,-2,8,3,4,36307.68,silver,0,0
49726,2020-11-16 18:46,19959.0,2.0,12.0,2020.0,-24,261,1,7311,LLC,0,no_policy,TX,1,832,827,4,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,3,3,38,0,0,0.0,0,26,Communications,Desk,27,57.0,0,0,1,1,3,0,3,108666.72,0,1,2,23,15,0,0,0,2,0,core,0,20,0,30.4166666666667,17,7,3,9,0,1,1,0,0,2,19,2,0,0,-2,0,-4,2,-8,45928.24,silver,0,1
38634,2020-07-31 20:37,48708.15,3.0,12.0,2020.0,-30,318,1,5149,C-Corporation,0,no_policy,CA,1,574,520,1,1,1,Kaiser Permanente,no_dental_carrier,0,0,0,0,0,0,1,1,42,0,0,0.0,0,11,Retail,POS,16,40.5,0,0,1,1,1,0,1,36000.0,0,0,0,1,0,0,0,0,0,0,core,41,85,0,41.8,10,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,-2,0,-6,36000.0,bronze,0,0
38253,2020-07-30 16:57,20604.71,5.0,7.0,2020.0,-32,90,1,,C-Corporation,0,has_zp_policy,CA,1,15,91,1,1,1,Kaiser Permanente,no_dental_carrier,0,0,0,0,0,0,2,2,,0,0,0.0,0,0,Entertainment   Recreation,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,7,15,0,26.0,1,1,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,silver,0,0
46147,2020-11-03 18:45,70598.18,4.0,11.0,2020.0,-50,159,1,8734,C-Corporation,0,has_zp_policy,FL,1,329,316,4,2,1,Florida Blue,Guardian,0,1,1,0,0,0,14,13,42,1,0,0.0,0,10,Technology,Desk,10,104.55,0,0,5,5,7,0,13,159959.4,1,0,0,3,3,0,0,2,0,0,core,1,22,0,37.1682242990654,66,41,68,30,0,1,1,0,0,2,1,7,0,0,0,0,-1,0,19,47521.6673,silver,0,0
39168,2020-08-13 20:57,44648.55,1.0,8.0,2020.0,-31,102,1,1799,LLC,1,no_policy,GA,1,84,27,5,2,1,UnitedHealthcare,Guardian,0,1,1,0,0,0,10,10,,0,0,0.0,0,0,Construction,Non-Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,64,74,0,31.25,2,2,1,3,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0.0,silver,0,0
36038,2020-06-03 23:13,69117.63,5.0,11.0,2020.0,-49,159,1,7991,LLC,0,has_zp_policy,CO,1,194,317,4,2,1,Anthem Blue Cross,Guardian,0,1,1,0,0,0,5,5,39,0,0,0.0,0,1,Education,Desk,6,85.0,0,0,1,0,0,0,5,11615.5,1,0,0,3,2,0,0,1,0,0,core,6,10,0,36.8,10,0,8,2,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,3,11615.5,silver,0,0
38648,2020-08-04 17:51,70289.18,3.0,8.0,2020.0,-50,76,1,5621,S-Corporation,1,quoting,NY,1,1986,2325,4,2,1,Empire Blue Cross and Blue Shield,Guardian,0,1,0,0,0,0,2,2,42,0,0,-1.0,0,64,Manufacturing,Non-Desk,64,35.1,0,0,0,0,0,0,0,0.0,0,0,1,2,1,0,0,0,0,0,core,34,42,0,35.0,7,0,1,1,0,1,1,0,0,1,0,2,0,0,0,0,0,0,5,0.0,silver,0,0
40428,2020-09-07 19:33,57720.21,3.0,9.0,2020.0,-53,134,1,1799,C-Corporation,0,no_policy,TX,1,1976,2472,6,2,1,Blue Cross Blue Shield,Guardian,0,1,1,1,0,0,10,2,41,0,0,0.0,0,65,Construction,Non-Desk,65,99.0,0,0,1,5,34,0,10,56217.192,0,0,16,28,24,0,0,2,0,0,core,1,8,0,29.5057471264368,54,33,33,15,0,1,1,0,0,8,7,10,0,0,0,0,12,0,4,-97512.6043,silver,0,0
45481,2020-10-29 15:16,40210.11,5.0,10.0,2020.0,-32,164,1,7372,C-Corporation,0,has_zp_policy,CA,1,55,46,5,2,1,Blue Shield of California,no_dental_carrier,0,0,1,1,0,0,1,1,57,0,0,0.0,0,1,Technology,Desk,1,45.0,0,0,1,1,2,0,1,31200.0,0,0,0,0,0,0,0,1,0,0,core,6,20,0,25.0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,silver,0,0
43529,2020-10-13 20:19,87974.75,3.0,10.0,2020.0,-65,164,1,8731,C-Corporation,0,has_zp_policy,CA,1,268,270,5,3,1,Anthem Blue Cross,Guardian,0,1,1,0,0,0,3,3,29,0,0,0.0,0,8,Technology,Desk,8,51.0,0,0,1,0,0,0,2,211999.92,1,0,1,1,0,0,0,0,0,0,core,1,11,0,29.3076923076923,13,0,9,4,0,1,1,0,0,0,1,2,0,0,0,0,-2,0,3,0.0,silver,0,1
38072,2020-07-22 12:36,92424.25,3.0,8.0,2020.0,-57,161,1,7389,LLC,0,quoting,NY,2,43,51,3,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,2,2,53,0,0,0.0,0,1,Real Estate,Desk,2,63.0,0,0,2,2,9,0,2,221260.0,0,0,0,0,0,0,0,43,0,0,complete,2,3,0,38.75,4,0,0,4,0,1,2,3,0,0,0,2,0,0,-2,0,7,0,3,127660.0,silver,0,1
49539,2020-12-04 05:13,114069.95,1.0,12.0,2020.0,-25,261,1,8748,C-Corporation,0,external_policy,CA,12,7,833,8,3,1,Covered California,Guardian,0,1,1,3,0,0,21,21,,0,0,0.0,0,-1,Transportation   Warehousing,Non-Desk,0,0.0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,43,46,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,platinum,0,1
48534,2020-11-21 18:46,40446.18,3.0,11.0,2020.0,-37,498,1,7389,C-Corporation,0,,TX,1,2177,7237,5,2,1,Blue Cross Blue Shield,Guardian,0,1,1,0,0,0,10,10,51,0,0,0.42857142857142855,0,70,Manufacturing,Non-Desk,70,99.0,0,0,1,6,17,0,8,145705.32,0,0,20,32,22,0,0,2,0,0,core,16,51,1,44.013698630137,73,0,19,25,0,3,1,27,0,1,4,1,0,0,0,0,5,0,14,2578.41,silver,0,0
39587,2020-08-21 18:56,45627.9,1.0,8.0,2020.0,-31,102,1,6163,LLC,1,has_zp_policy,AZ,1,242,276,1,1,1,Blue Cross Blue Shield,no_dental_carrier,0,0,0,0,0,0,3,3,53,0,0,0.0,0,7,Finance   Insurance,Desk,7,51.0,0,0,1,1,1,0,2,331712.52,1,0,1,2,0,0,0,0,0,0,core,11,13,0,51.0,19,1,11,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,34154.4,bronze,0,0
49716,2020-12-06 21:53,41731.05,5.0,12.0,2020.0,-45,148,1,8093,LLC,1,no_policy,TX,1,18,11,6,3,1,Blue Cross Blue Shield,Beam,0,1,1,1,0,0,3,3,,0,0,0.0,0,0,Retail,POS,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,1,18,0,34.0,2,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,gold,0,0
41341,2020-09-23 15:18,42741.95,2.0,12.0,2020.0,-31,318,1,5331,C-Corporation,0,,ME,1,1905,3744,3,2,1,Anthem Blue Cross,Guardian,0,1,0,0,1,0,5,4,42,1,0,0.0,0,60,Retail,POS,63,69.0,0,0,1,3,17,0,5,150171.632,0,0,19,22,11,0,0,0,0,0,core,1,11,0,44.7692307692308,78,0,12,14,0,1,1,0,0,8,6,8,78,0,0,0,6,0,8,-66048.944,silver,0,1
41231,2020-09-10 16:45,73427.33,1.0,9.0,2020.0,-41,135,1,4813,S-Corporation,1,external_policy,WA,4,40,82,4,3,1,UnitedHealthcare,Beam,0,1,1,1,0,0,14,14,,0,0,0.0,0,0,Technology,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,23,30,0,39.3333333333333,9,3,6,6,0,0,1,1,0,0,4,1,11,0,0,0,0,0,0,0.0,gold,0,0
55401,2021-03-05 20:00,39301.23,4.0,4.0,2021.0,-30,114,1,7372,C-Corporation,0,has_zp_policy,VA,4,80,281,4,2,1,UnitedHealthcare,Guardian,0,1,1,1,0,0,5,5,60,0,0,0.0,0,2,Technology,Desk,3,69.0,0,0,4,3,13,0,5,80769.264,0,0,1,2,2,0,0,1,0,0,core,0,18,0,43.4545454545455,6,5,5,6,0,0,3,0,0,0,0,3,0,0,2,0,13,0,15,-59230.776,gold,0,0
51042,2020-12-28 22:46,47807.75,4.0,12.0,2020.0,-60,75,1,7372,LLC,1,no_policy,MI,1,3,730,6,2,1,UnitedHealthcare,Guardian,0,1,1,0,0,0,2,2,,0,0,0.0,0,-1,Technology,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,0,7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,1
39551,2020-08-18 12:34,19883.51,4.0,8.0,2020.0,-35,135,1,7336,S-Corporation,1,no_policy,NY,1,178,178,1,1,1,Oxford Health Plan (UnitedHealthcare),no_dental_carrier,0,0,0,0,0,0,2,2,28,0,0,0.0,0,5,Professional Services,Desk,5,51.0,0,0,1,1,5,0,2,123448.0,0,0,2,18,2,0,0,0,0,0,core,0,4,0,26.4,10,0,10,0,0,1,1,0,0,0,3,2,0,0,0,0,4,0,4,0.0,silver,0,0
45227,2020-10-27 18:44,42075.68,4.0,11.0,2020.0,-43,239,1,8399,Non-Profit,0,no_policy,WA,1,141,142,3,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,1,1,35,1,0,0.0,0,3,Healthcare   Social Assistance,Desk,4,45.0,0,0,1,0,0,0,1,110000.16,0,0,0,3,1,0,0,0,0,0,core,13,16,0,34.0,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,silver,0,0
37167,2020-10-20 20:16,34928.4,2.0,1.0,2021.0,-27,175,1,8011,S-Corporation,1,has_zp_policy,TN,1,601,603,4,2,1,UnitedHealthcare,Guardian,0,1,1,1,0,0,10,9,37,0,0,2.0,0,17,Healthcare   Social Assistance,Desk,20,111.0,0,0,1,3,2,0,7,96337.93,1,0,7,23,6,0,0,0,0,0,core,5,16,0,43.7173913043478,46,0,21,15,0,1,1,0,0,0,0,4,0,0,-1,-1,0,0,4,33247.955,gold,0,0
41499,2020-06-25 18:10,63685.0,2.0,11.0,2020.0,-45,239,1,5461,S-Corporation,1,eligible_for_renewal,VA,2,155,169,5,2,1,Anthem Blue Cross,Guardian,0,1,1,0,0,0,11,5,44,1,0,0.0,0,0,Food   Beverage,POS,5,81.0,0,0,1,5,21,0,7,25601.58,0,0,2,6,6,0,0,0,0,0,core,0,4,0,32.3333333333333,6,6,9,3,0,1,1,0,0,2,0,12,0,0,0,-3,2,0,-3,2510.94,silver,0,0
41798,2020-09-29 04:28,65269.81,5.0,10.0,2020.0,-32,164,1,4215,C-Corporation,0,no_policy,NJ,1,32,637,4,2,1,Oxford Health Plan (UnitedHealthcare),Guardian,0,1,1,0,0,0,2,2,,0,0,0.0,0,-1,Transportation   Warehousing,Non-Desk,0,0.0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,0,18,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,bronze,0,0
47393,2020-11-17 15:08,29931.9,2.0,12.0,2020.0,-24,261,0,8111,S-Corporation,1,no_policy,NY,2,258,1043,5,2,1,UnitedHealthcare,Guardian,0,1,1,0,0,0,2,2,51,0,0,0.0,0,7,Professional Services,Desk,8,45.9,0,0,0,1,2,0,2,0.0,0,0,1,2,1,0,0,1,0,0,core,22,30,0,34.5,16,0,5,5,0,2,2,0,0,0,0,0,0,0,0,0,1,0,4,0.0,gold,0,1
40377,2020-09-04 18:26,83309.81,3.0,9.0,2020.0,-46,69,1,1731,LLC,1,no_policy,UT,1,253,259,2,1,1,SelectHealth,no_dental_carrier,0,0,0,0,0,0,2,2,56,0,0,0.0,0,8,Construction,Non-Desk,8,45.9,0,0,1,0,0,0,2,75090.0,0,0,0,0,0,0,0,1,0,0,core,1,3,0,45.3157894736842,19,0,19,0,0,1,1,0,0,1,0,3,0,0,-1,-1,0,0,4,21846.0,silver,0,0
36868,2020-06-24 21:31,38596.85,4.0,7.0,2020.0,-30,76,1,6719,LLC,0,has_zp_policy,TX,1,206,948,4,3,1,Blue Cross Blue Shield,Guardian,0,1,1,0,0,0,8,5,36,0,0,0.0,0,5,Personal Services,POS,6,195.0,0,0,1,7,88,0,9,102360.4977,1,0,2,4,2,0,0,3,1,0,complete,17,25,0,33.9795918367347,44,5,5,2,0,1,1,0,0,1,0,3,0,0,0,-1,31,1,6,-7342.92,silver,0,0
51212,2020-10-26 19:58,42903.13,3.0,12.0,2020.0,-33,75,1,7371,C-Corporation,0,has_zp_policy,GA,2,362,821,1,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,2,2,40,1,0,0.0,0,7,Professional Services,Desk,10,51.0,0,0,0,2,9,0,1,80000.16,0,0,0,3,3,0,0,0,0,0,core,43,70,0,39.0,16,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,3,0,1,-159999.84,platinum,0,0
43451,2020-10-13 14:43,34831.48,1.0,10.0,2020.0,-43,149,1,8111,S-Corporation,1,external_policy,MD,1,70,9119,5,2,1,CareFirst,no_dental_carrier,0,0,1,1,0,0,2,2,62,0,0,0.0,1,2,Professional Services,Desk,2,51.0,0,0,0,1,7,0,2,119999.88,0,0,0,1,0,0,0,2,0,0,core,7,10,0,57.0,6,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,-8,-1,-6,59999.94,silver,0,0
53596,2021-02-05 04:10,24812.98,5.0,2.0,2021.0,-41,79,1,6163,LLC,1,no_policy,AZ,1,687,617,3,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,6,4,43,1,0,0.3333333333333333,0,20,Finance   Insurance,Desk,20,63.0,0,0,1,3,11,0,4,214851.715,0,0,4,10,2,0,0,0,0,1,core,70,85,0,39.925,39,1,9,28,0,1,1,0,0,1,1,2,39,0,0,0,1,0,-3,-103938.705,bronze,0,0
45887,2020-11-02 09:20,37423.65,5.0,11.0,2020.0,-49,159,1,8351,C-Corporation,0,no_policy,TX,1,521,505,6,2,1,Blue Cross Blue Shield,Guardian,0,1,1,0,0,0,6,5,46,0,0,-0.2857142857142857,1,16,Healthcare   Social Assistance,Desk,16,69.0,0,0,3,1,1,0,5,49510.608,0,0,20,65,9,0,0,0,2,0,core,10,28,0,35.8035714285714,39,17,17,20,0,1,1,0,0,10,0,9,0,0,-1,-1,-1,2,8,20282.808,bronze,0,0
51239,2020-12-30 22:30,39830.58,4.0,1.0,2021.0,-32,156,1,8742,S-Corporation,1,no_policy,CA,5,1872,1854,5,3,1,UnitedHealthcare,Beam,0,1,1,0,0,0,3,3,37,0,0,0.0,0,59,Professional Services,Desk,26,57.0,0,0,0,2,4,0,3,139333.3066,0,0,6,11,7,0,0,0,0,0,core,21,32,1,34.4074074074074,54,0,42,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,33,0.0,gold,0,0
48966,2020-11-25 22:55,92081.76,2.0,12.0,2020.0,-55,261,1,8111,S-Corporation,1,quoting,CA,1,212,3051,4,2,1,UnitedHealthcare,Guardian,0,1,0,0,0,0,4,3,40,1,0,0.0,0,5,Professional Services,Desk,6,31.3,0,0,0,1,5,1,3,46176.0,0,0,4,10,5,0,0,1,2,0,core,19,26,0,29.8095238095238,18,3,12,5,0,1,1,0,0,2,10,0,12,0,0,1,-1,1,-1,-537.3333,silver,0,0
49952,2020-12-09 18:30,42634.81,3.0,12.0,2020.0,-47,148,1,7231,S-Corporation,1,no_policy,IL,1,276,288,1,1,1,Blue Cross Blue Shield,no_dental_carrier,0,0,0,0,0,0,2,1,36,0,0,0.0,0,3,Personal Services,POS,3,51.0,0,0,0,0,0,0,2,114918.7,0,0,1,2,0,0,0,7,1,0,core,178,193,0,32.5,8,0,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,124.8,silver,0,0
44056,2020-10-14 06:01,19672.68,5.0,10.0,2020.0,-39,149,1,7379,C-Corporation,0,has_zp_policy,CA,3,12,11,3,2,1,Blue Shield of California,Beam,0,1,1,0,0,0,3,3,,0,0,0.0,0,0,Transportation   Warehousing,Non-Desk,0,0.0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,4,11,0,38.5,2,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,platinum,0,0
52102,2020-12-31 18:03,41411.36,3.0,1.0,2021.0,-40,124,1,7374,C-Corporation,0,no_policy,CA,1,282,34,3,1,1,Kaiser Permanente,no_dental_carrier,0,0,0,0,0,0,5,3,,0,0,0.0,0,-1,Technology,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,248,291,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,bronze,0,0
46871,2020-11-09 23:14,87901.75,3.0,11.0,2020.0,-51,159,1,7371,C-Corporation,0,has_zp_policy,CA,1,23,2,5,2,1,Anthem Blue Cross,Guardian,0,1,0,1,0,0,3,3,,0,0,0.0,0,0,Technology,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,21,25,0,36.0,4,0,2,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0.0,gold,0,0
51716,2021-01-07 20:21,32123.45,4.0,1.0,2021.0,-39,124,1,7514,LLC,1,has_zp_policy,CA,1,384,386,5,2,1,UnitedHealthcare,Guardian,0,1,1,0,0,0,2,2,36,1,0,0.0,0,12,Retail,POS,12,45.0,0,0,0,1,2,0,1,140000.16,0,0,0,3,0,0,0,0,0,0,core,0,12,0,35.6,30,0,3,27,0,1,1,0,0,0,0,3,30,0,0,0,0,0,0,0.0,silver,0,0
50485,2020-12-08 16:27,50280.68,5.0,12.0,2020.0,-45,148,1,7374,C-Corporation,0,quoting,TX,1,16,17,1,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,1,1,,0,0,0.0,0,-1,Technology,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,16,57,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,platinum,0,0
37262,2020-07-06 16:35,47505.51,5.0,7.0,2020.0,-46,87,1,6411,Sole proprietor,0,no_policy,WA,1,207,949,3,2,1,Premera Blue Cross,Beam,0,1,1,0,0,0,5,5,34,0,0,0.0,1,6,Finance   Insurance,Desk,6,51.0,0,0,1,1,2,0,2,72525.0,0,0,1,7,0,0,0,0,0,0,core,4,23,1,28.1052631578947,12,7,8,5,0,1,1,0,0,0,0,3,0,0,0,0,2,0,1,5613.0,bronze,0,0
52633,2021-01-21 22:37,43262.91,3.0,1.0,2021.0,-33,156,1,6513,LLC,0,quoting,TX,1,76,28,4,2,1,UnitedHealthcare,Principal,0,1,0,0,0,0,5,5,,0,0,0.0,0,0,Real Estate,Desk,0,0.0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,12,64,0,42.8333333333333,12,0,0,12,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,bronze,0,0
56521,2021-03-15 14:59,40213.36,2.0,3.0,2021.0,-32,114,1,4513,S-Corporation,1,no_policy,TX,2,18,29,4,2,1,Blue Cross Blue Shield,no_dental_carrier,0,0,1,0,0,0,13,3,,0,0,0.0,0,-1,Transportation   Warehousing,Non-Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,3,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,gold,0,0
33765,2020-06-03 20:35,78029.55,4.0,7.0,2020.0,-30,76,1,5039,S-Corporation,1,no_policy,FL,1,143,129,4,2,1,Florida Blue,Guardian,0,1,1,0,0,0,10,10,46,0,0,0.0,0,3,Wholesale,Non-Desk,4,111.0,0,0,1,4,10,2,6,62621.0,0,0,3,20,7,0,0,0,3,0,complete,9,23,0,44.0625,16,0,10,6,0,1,1,0,0,5,0,9,0,0,2,2,-14,3,8,23107.5,gold,0,0
46111,2020-10-30 15:28,41045.7,5.0,11.0,2020.0,-49,159,1,2013,S-Corporation,1,no_policy,TX,1,24,135,5,2,1,UnitedHealthcare,Guardian,0,1,0,1,0,0,3,3,48,0,0,0.0,0,0,Manufacturing,Non-Desk,1,45.0,0,0,1,2,7,0,1,72000.0,0,0,0,0,0,0,0,0,0,0,core,1,10,0,49.3333333333333,3,0,1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,silver,0,0
45733,2020-10-30 17:37,151121.75,2.0,11.0,2020.0,-52,159,1,0252,Non-Profit,0,no_policy,MI,1,1299,1289,5,2,1,Blue Cross Blue Shield,Principal,0,1,1,0,0,0,15,12,31,0,0,0.2727272727272727,0,41,Personal Services,POS,42,317.0,0,0,1,11,79,0,14,95483.8857,0,0,10,26,10,0,0,0,0,0,concierge,3,21,0,37.7768595041322,206,36,104,48,0,1,1,0,0,0,24,6,0,0,0,0,22,0,4,7631.91,silver,0,0
46232,2020-11-04 15:38,70279.8,4.0,11.0,2020.0,-50,159,1,8999,S-Corporation,1,eligible_for_renewal,FL,2,764,6525,3,1,1,Florida Blue,no_dental_carrier,0,0,0,0,0,0,16,15,50,1,0,0.07692307692307691,1,22,Professional Services,Non-Desk,22,207.0,0,0,15,10,100,0,14,78389.0057,0,0,16,24,9,3,0,0,0,0,complete,57,97,0,49.544776119403,244,24,92,98,0,1,1,0,0,12,12,18,0,0,0,-1,-39,0,8,-6192.8443,bronze,0,0
46232,2020-11-04 15:38,70279.8,4.0,11.0,2020.0,-50,159,1,8999,S-Corporation,1,eligible_for_renewal,FL,2,764,6525,3,1,1,Florida Blue,no_dental_carrier,0,0,0,0,0,0,16,15,50,1,0,0.3076923076923077,1,22,Professional Services,Non-Desk,23,243.0,0,0,15,17,125,1,17,68651.296,0,0,17,31,13,3,0,0,2,1,complete,57,97,0,49.544776119403,244,24,92,98,0,1,1,0,0,12,12,18,0,0,3,1,25,2,27,-9737.7097,bronze,0,0
54040,2021-01-26 08:56,30322.9,4.0,2.0,2021.0,-49,134,1,7389,LLC,0,external_policy,NC,1,17,31,7,3,1,UnitedHealthcare,Guardian,0,1,1,1,0,0,7,7,,0,0,0.0,0,-1,Professional Services,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,0,18,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,gold,0,0
37548,2020-07-06 16:08,11108.48,3.0,7.0,2020.0,-17,87,1,8742,S-Corporation,1,external_policy,CA,3,15,10788,2,2,1,UnitedHealthcare,Beam,0,1,0,0,0,0,2,2,,0,0,0.0,0,-1,Technology,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,13,45,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,1
45656,2020-08-28 16:49,33515.23,5.0,10.0,2020.0,-32,164,1,8111,LLC,0,has_zp_policy,MI,1,311,907,4,2,1,UnitedHealthcare,Guardian,0,1,1,1,0,0,3,3,33,1,0,0.0,0,6,Professional Services,Desk,9,51.0,0,0,1,2,11,0,2,267989.8,1,0,1,7,2,0,0,0,0,1,core,50,59,0,28.6,24,6,6,4,0,1,1,0,0,2,0,2,12,0,0,0,7,0,9,53389.96,silver,0,1
